COL_HEADERS|vd|ids|
-1.000000e-01,-2.832736e-07
-9.900000e-02,-2.761535e-07
-9.800000e-02,-2.691798e-07
-9.700000e-02,-2.623504e-07
-9.600000e-02,-2.556633e-07
-9.500000e-02,-2.491164e-07
-9.400000e-02,-2.427078e-07
-9.300000e-02,-2.364353e-07
-9.200000e-02,-2.302970e-07
-9.100000e-02,-2.242907e-07
-9.000000e-02,-2.184145e-07
-8.900000e-02,-2.126663e-07
-8.800000e-02,-2.070441e-07
-8.700000e-02,-2.015459e-07
-8.600000e-02,-1.961697e-07
-8.500000e-02,-1.909133e-07
-8.400000e-02,-1.857749e-07
-8.300000e-02,-1.807525e-07
-8.200000e-02,-1.758439e-07
-8.100000e-02,-1.710474e-07
-8.000000e-02,-1.663608e-07
-7.900000e-02,-1.617823e-07
-7.800000e-02,-1.573098e-07
-7.700000e-02,-1.529415e-07
-7.600000e-02,-1.486753e-07
-7.500000e-02,-1.445095e-07
-7.400000e-02,-1.404420e-07
-7.300000e-02,-1.364710e-07
-7.200000e-02,-1.325945e-07
-7.100000e-02,-1.288108e-07
-7.000000e-02,-1.251179e-07
-6.900000e-02,-1.215141e-07
-6.800000e-02,-1.179974e-07
-6.700000e-02,-1.145662e-07
-6.600000e-02,-1.112185e-07
-6.500000e-02,-1.079526e-07
-6.400000e-02,-1.047667e-07
-6.300000e-02,-1.016591e-07
-6.200000e-02,-9.862802e-08
-6.100000e-02,-9.567180e-08
-6.000000e-02,-9.278870e-08
-5.900000e-02,-8.997706e-08
-5.800000e-02,-8.723520e-08
-5.700000e-02,-8.456149e-08
-5.600000e-02,-8.195428e-08
-5.500000e-02,-7.941198e-08
-5.400000e-02,-7.693299e-08
-5.300000e-02,-7.451575e-08
-5.200000e-02,-7.215869e-08
-5.100000e-02,-6.986027e-08
-5.000000e-02,-6.761900e-08
-4.900000e-02,-6.543336e-08
-4.800000e-02,-6.330187e-08
-4.700000e-02,-6.122308e-08
-4.600000e-02,-5.919553e-08
-4.500000e-02,-5.721781e-08
-4.400000e-02,-5.528851e-08
-4.300000e-02,-5.340623e-08
-4.200000e-02,-5.156961e-08
-4.100000e-02,-4.977727e-08
-4.000000e-02,-4.802789e-08
-3.900000e-02,-4.632013e-08
-3.800000e-02,-4.465269e-08
-3.700000e-02,-4.302426e-08
-3.600000e-02,-4.143358e-08
-3.500000e-02,-3.987936e-08
-3.400000e-02,-3.836035e-08
-3.300000e-02,-3.687532e-08
-3.200000e-02,-3.542303e-08
-3.100000e-02,-3.400228e-08
-3.000000e-02,-3.261187e-08
-2.900000e-02,-3.125061e-08
-2.800000e-02,-2.991735e-08
-2.700000e-02,-2.861094e-08
-2.600000e-02,-2.733026e-08
-2.500000e-02,-2.607422e-08
-2.400000e-02,-2.484174e-08
-2.300000e-02,-2.363179e-08
-2.200000e-02,-2.244337e-08
-2.100000e-02,-2.127549e-08
-2.000000e-02,-2.012722e-08
-1.900000e-02,-1.899767e-08
-1.800000e-02,-1.788596e-08
-1.700000e-02,-1.679127e-08
-1.600000e-02,-1.571278e-08
-1.500000e-02,-1.464971e-08
-1.400000e-02,-1.360131e-08
-1.300000e-02,-1.256682e-08
-1.200000e-02,-1.154547e-08
-1.100000e-02,-1.053652e-08
-1.000000e-02,-9.539157e-09
-9.000000e-03,-8.552578e-09
-8.000000e-03,-7.575922e-09
-7.000000e-03,-6.608282e-09
-6.000000e-03,-5.648700e-09
-5.000000e-03,-4.696163e-09
-4.000000e-03,-3.749599e-09
-3.000000e-03,-2.807887e-09
-2.000000e-03,-1.869858e-09
-1.000000e-03,-9.343061e-10
7.632783e-17,7.429217e-23
1.000000e-03,9.343061e-10
2.000000e-03,1.869858e-09
3.000000e-03,2.807887e-09
4.000000e-03,3.749599e-09
5.000000e-03,4.696163e-09
6.000000e-03,5.648700e-09
7.000000e-03,6.608282e-09
8.000000e-03,7.575922e-09
9.000000e-03,8.552578e-09
1.000000e-02,9.539157e-09
1.100000e-02,1.053652e-08
1.200000e-02,1.154547e-08
1.300000e-02,1.256682e-08
1.400000e-02,1.360131e-08
1.500000e-02,1.464971e-08
1.600000e-02,1.571278e-08
1.700000e-02,1.679127e-08
1.800000e-02,1.788596e-08
1.900000e-02,1.899767e-08
2.000000e-02,2.012722e-08
2.100000e-02,2.127549e-08
2.200000e-02,2.244337e-08
2.300000e-02,2.363179e-08
2.400000e-02,2.484174e-08
2.500000e-02,2.607422e-08
2.600000e-02,2.733026e-08
2.700000e-02,2.861094e-08
2.800000e-02,2.991735e-08
2.900000e-02,3.125061e-08
3.000000e-02,3.261187e-08
3.100000e-02,3.400228e-08
3.200000e-02,3.542303e-08
3.300000e-02,3.687532e-08
3.400000e-02,3.836035e-08
3.500000e-02,3.987936e-08
3.600000e-02,4.143358e-08
3.700000e-02,4.302426e-08
3.800000e-02,4.465269e-08
3.900000e-02,4.632013e-08
4.000000e-02,4.802789e-08
4.100000e-02,4.977727e-08
4.200000e-02,5.156961e-08
4.300000e-02,5.340623e-08
4.400000e-02,5.528851e-08
4.500000e-02,5.721781e-08
4.600000e-02,5.919553e-08
4.700000e-02,6.122308e-08
4.800000e-02,6.330187e-08
4.900000e-02,6.543336e-08
5.000000e-02,6.761900e-08
5.100000e-02,6.986027e-08
5.200000e-02,7.215869e-08
5.300000e-02,7.451575e-08
5.400000e-02,7.693299e-08
5.500000e-02,7.941198e-08
5.600000e-02,8.195428e-08
5.700000e-02,8.456149e-08
5.800000e-02,8.723520e-08
5.900000e-02,8.997706e-08
6.000000e-02,9.278870e-08
