COL_HEADERS|time|v(1)|
0.000000e+00,1.000342e+00
1.000000e-11,1.002051e+00
2.000000e-11,1.003758e+00
4.000000e-11,1.007163e+00
6.400348e-11,1.011235e+00
1.120105e-10,1.019330e+00
2.080244e-10,1.035324e+00
3.454412e-10,1.057756e+00
4.915922e-10,1.081040e+00
6.163911e-10,1.100490e+00
7.023002e-10,1.113655e+00
8.388921e-10,1.134218e+00
9.465706e-10,1.150122e+00
1.068918e-09,1.167875e+00
1.178144e-09,1.183450e+00
1.294068e-09,1.199711e+00
1.406718e-09,1.215257e+00
1.522354e-09,1.230965e+00
1.638323e-09,1.246491e+00
1.807663e-09,1.268777e+00
1.900912e-09,1.280858e+00
2.018935e-09,1.295964e+00
2.129460e-09,1.309936e+00
2.256604e-09,1.325812e+00
2.371977e-09,1.340048e+00
2.498653e-09,1.355503e+00
2.616240e-09,1.369693e+00
2.741112e-09,1.384604e+00
2.858351e-09,1.398460e+00
2.978724e-09,1.412538e+00
3.092873e-09,1.425745e+00
3.207970e-09,1.438912e+00
3.319678e-09,1.451523e+00
3.404599e-09,1.460998e+00
3.558439e-09,1.477929e+00
3.710790e-09,1.494385e+00
3.817474e-09,1.505725e+00
4.021080e-09,1.526938e+00
4.107755e-09,1.535793e+00
4.281106e-09,1.553192e+00
4.412548e-09,1.566111e+00
4.563847e-09,1.580688e+00
4.789581e-09,1.601834e+00
4.965958e-09,1.617880e+00
5.167319e-09,1.635674e+00
5.369279e-09,1.652913e+00
5.669873e-09,1.677507e+00
5.939743e-09,1.698479e+00
6.114882e-09,1.711521e+00
6.301894e-09,1.724955e+00
6.472817e-09,1.736792e+00
6.647948e-09,1.748489e+00
6.830004e-09,1.760197e+00
7.023446e-09,1.772150e+00
7.237987e-09,1.784848e+00
7.495958e-09,1.799388e+00
7.747283e-09,1.812848e+00
8.004559e-09,1.825975e+00
8.207611e-09,1.835912e+00
8.393989e-09,1.844737e+00
8.573977e-09,1.853012e+00
8.750276e-09,1.860902e+00
8.927710e-09,1.868644e+00
9.107864e-09,1.876317e+00
