COL_HEADERS|freq|s11|
1.000000e+09,6.933193e-01-3.410674e-01j
1.060000e+09,6.761781e-01-3.497910e-01j
1.120000e+09,6.593371e-01-3.576638e-01j
1.180000e+09,6.428307e-01-3.648039e-01j
1.240000e+09,6.266761e-01-3.713297e-01j
1.300000e+09,6.108731e-01-3.773587e-01j
1.360000e+09,5.954048e-01-3.830078e-01j
1.420000e+09,5.802370e-01-3.883926e-01j
1.480000e+09,5.653166e-01-3.936277e-01j
1.540000e+09,5.505690e-01-3.988268e-01j
1.600000e+09,5.358942e-01-4.041022e-01j
1.660000e+09,5.211600e-01-4.095630e-01j
1.720000e+09,5.061938e-01-4.153114e-01j
1.780000e+09,4.907704e-01-4.214354e-01j
1.840000e+09,4.745967e-01-4.279941e-01j
1.900000e+09,4.572944e-01-4.349924e-01j
1.960000e+09,4.383832e-01-4.423367e-01j
2.020000e+09,4.172752e-01-4.497632e-01j
2.080000e+09,3.933019e-01-4.567293e-01j
2.140000e+09,3.658154e-01-4.622718e-01j
2.200000e+09,3.344278e-01-4.648711e-01j
2.260000e+09,2.994395e-01-4.624485e-01j
2.320000e+09,2.623873e-01-4.527241e-01j
2.380000e+09,2.263513e-01-4.341263e-01j
2.440000e+09,1.954167e-01-4.069968e-01j
2.500000e+09,1.731062e-01-3.741462e-01j
2.560000e+09,1.607371e-01-3.399259e-01j
2.620000e+09,1.570740e-01-3.083552e-01j
2.680000e+09,1.593977e-01-2.817892e-01j
2.740000e+09,1.648770e-01-2.608151e-01j
2.800000e+09,1.713557e-01-2.448886e-01j
2.860000e+09,1.774981e-01-2.330149e-01j
2.920000e+09,1.826161e-01-2.241726e-01j
2.980000e+09,1.864376e-01-2.174952e-01j
3.040000e+09,1.889235e-01-2.123111e-01j
3.100000e+09,1.901494e-01-2.081236e-01j
3.160000e+09,1.902379e-01-2.045737e-01j
3.220000e+09,1.893231e-01-2.014045e-01j
3.280000e+09,1.875333e-01-1.984317e-01j
3.340000e+09,1.849841e-01-1.955223e-01j
3.400000e+09,1.817764e-01-1.925792e-01j
3.460000e+09,1.779969e-01-1.895298e-01j
3.520000e+09,1.737201e-01-1.863187e-01j
3.580000e+09,1.690095e-01-1.829023e-01j
3.640000e+09,1.639201e-01-1.792452e-01j
3.700000e+09,1.584997e-01-1.753172e-01j
3.760000e+09,1.527907e-01-1.710924e-01j
3.820000e+09,1.468314e-01-1.665470e-01j
3.880000e+09,1.406566e-01-1.616592e-01j
3.940000e+09,1.342993e-01-1.564083e-01j
4.000000e+09,1.277908e-01-1.507745e-01j
